text_code,sent,topic
"[   0  244    0    0 1166    0  932    0    0    0   27    0   20    1
    0  211    0    0    0    2 3743  373  557    0    0]",positive,justin bieber
"[   14   560     9  3806     1    10     0   112     0 12233   109   496
  5908     0    61     0   434     0    29    86  1129     0     0     0
     6]",positive,justin bieber
[  15    0    2   48  339    0    0 1473    1  111 1156  806],positive,justin bieber
"[    0    11     0     0     0   604  5915    12   847 12262     1  3808
 12264  5919  4225 12291  4225   317   862     0     0   690     0     0
   631     0 12290     0     0]",positive,justin bieber
"[  113     1     0   295   123    46    12     3     0     0     4     0
     0    27     0 12289    11     0     0     0   145     0    42     0
     5]",positive,justin bieber
"[    0     0 12288    85    35   607     2    77    35     0     1     0
   109    53    10 12287   954  3059     4     2  4488     0     0     0]",positive,justin bieber
"[  99  261    0    1    0    0   50  936    0    2 3809    0 2344 6252
    8    0   13  187    0   22    0  698 1354    2  143    0    0    0
    6]",positive,justin bieber
"[  54  142    0 1706  840   29    1    0    0   20    9    0  199    0
    6]",positive,justin bieber
"[5999  122   13  412    0    1    0   70   55 4010 3847    0   46    0
    2  393   35    0   38    0    0 5163    0  242  125  171 2575    0]",positive,justin bieber
"[  0  49 378   0  27   0  20   1   0 211   0  15   0 384   0   2  51 339
 647  92   0 215   9   3   6]",positive,justin bieber
[  4   0   2  13  23 133 806   0  12   1   0   6],positive,justin bieber
[  16    0    2 1436  554    0   27    0    1    0  211],positive,justin bieber
[  22    0   18  534    0   11    4  282    1  342    0 2470],positive,justin bieber
"[ 792  210    0    1    0  139   82  101    4    2   13  230 1246   34
  156   64]",positive,justin bieber
"[   39     2    35     0   811    73  1563     0     0     2    35     0
    74   170     0 12286     1     0    30     0     0    17     0   944]",positive,justin bieber
[  27    0   20    1    0   13  199    0 1001],positive,justin bieber
"[ 102    0   20    1   12 2680    0  211    0    0   91    0    0    0
    0]",positive,justin bieber
"[    0     0   708     1     0   207     0     0     0     0     0    61
     0    81     0     0    92 12285    37    15     0]",positive,justin bieber
"[    0     0  1441     0     0     1  2463  2762    11     0     0    67
   193     0   452    74     0  1002  2131 12284    75     0  2040    66
     0]",positive,justin bieber
"[   0   10    0    5    5    0    0   30    0    0   10    0 1288  339
 3746    0    0   16    0   62 3747    0    1    0   55  101    0  808
    0]",positive,justin bieber
"[   0   76    0    0  339 6006    0    0 1441    0   11    4   65  184
    1  111  342    2 2470]",positive,justin bieber
"[    1  3797 12283  6008  1336   112   109 12282     9   262     0    87
    31]",positive,justin bieber
"[ 137   11    0    0 1135  828    0   12    1  111    0    0   17    0
  506  605]",positive,justin bieber
"[12281     0     1     0     0  1420    21   154   196     0    61     0
   422     0     0     0   110  1841    17    14   134  2208     0     2
  1982]",positive,justin bieber
"[ 4299  6017     4     1 12280     0    77    23     0     2    78     0
     0     0]",positive,justin bieber
"[    0     0    54     0 12279     0    20     1    12     0     0   211
     0     0     0     0]",positive,justin bieber
[406   0   0   0 242 193   0   0  27   0   0 191   1   0 211   0   0   0],positive,justin bieber
"[  242  6002    14     0    19     2    13  1221     0     1     0 12278
   787]",positive,justin bieber
"[ 641    0    1  327    8   10   13    0    2    0 1834    0 2064    8
    0 6020  761   79    0    0    0    0    0]",positive,justin bieber
[  0  54   0  27  12   0   0  20   1   0 207  13],positive,justin bieber
"[    0   111     8     2    93     0     1  2608     0     0     0     3
  2862  1145   458     0     0     0 12277   108   505     0     0     5
   838     5   913  3015     0     0     5     0]",positive,justin bieber
"[  99    0    0   27    0   20    1    0  211    0    0    0    0 1360
 2956    0    0    0]",positive,justin bieber
"[   0  369   11    0    0   91    0    0   88   22    0   94    4    2
   51 1148   76    0    0    0   57   91    0  274   39    1    0]",positive,justin bieber
"[  579     0 12276    12     0    13  1690    97    86 12275    50     8
     1     4 12274     8  1004 12273]",positive,justin bieber
"[    0     7    88   149     0  3329   130   165    32     0     0  5966
     0    30     0  4038     0  3180     0    30     0 12272     0     1
     0    10    26     0     2    51   293    16    76   126   116     0]",negative,kane
"[    0    31    53     0   454     1     0    30     0    46 12271  2178
     0   395     0     0     0     0   335  2822     0   839 12270  4723
   118     0 12269    43     0   161     0  2946   866     0     0]",negative,kane
"[  40  178 4032 5976   76   17   72  679    0    1    0    0  389 2997
    0  148   66 2923    0   65   83 2330  729]",negative,kane
"[    0     3     3   545    12    31   490     0     4     0    22     0
   798     1     0 12268     0     0 12267  5981     0     0]",negative,kane
"[   0    3    0    0  242  321    0 1520   10    0    2   77   41    8
    0  208   35   46 1195  867   29 4021    0    1    0 3180    0 3685
    0]",negative,kane
"[  0   3   0  61   0  63   0   0  58   0  20   0  48   0   0 548  61   0
  58   0  20   1   0]",negative,kane
"[   3    3    3  166  105    4    1   17 3686 1276 1594   48    4   13
    0    2 4764    0]",negative,kane
"[   3    1    4 1520   77   28    0    0    0    0   10   17   72    2
 5986 1413 5988    0   21   35    0 3836]",negative,kane
"[    0     3    54 12266    14     1    10    17  5956  4750   213     4
   906     0     0     0   118   335   886     4    20     0     0     0
   682     0     0     0  1762     0]",negative,kane
"[    0     3     3     3     0  1050     0     0    10   632     0     0
    89     1   306     2 12265  2961     4  6162    38  2275  6309     0]",negative,kane
"[    0     3     3     0    88    89     0  1738    46     0   106     0
     1  1066     0 12354     0   254     0]",negative,kane
"[   3    3   11  112    0    0 1113   23    0 1544    1    0    0 1185
  388  131  220    0]",negative,kane
"[   0    3    3    5    0  545    0   14  830    0 1627    0    5    0
 6273    0    5    0   24    0    0    5    0  118    0 1115    1   43
    0   19  555  464    0]",negative,kane
"[    3     0     1   227     0   282    36   602  1563  1677   120     0
    81    53   144     0     0     8     0   139   183   178     0 12355
 12356     0     2   574     0     0     0     0]",negative,kane
"[   0    3  157    0  294    0    2  245 2638    9    0   17  184  454
    0  126   73   49  728    0  129    0  157    0    0    1   45  356
   36 3767    0    0]",negative,kane
"[    0     3    42   956     0     4    42   490    37 12387     0     0
   144     0   100    87    46     0     2   167  3688     0     1     0
    12   103   347     0  1086     0     0]",negative,kane
"[   0  256    0    0  126    1  225    0   29    0  254    0  884   36
   82    0 1095   77  178    0    0]",negative,kane
"[   0 6162  258   17   96 1437  186    8  116    0   12    1  594   27
  141 1006 3642    0    0  131    0   22    0    0 1631    0    2   13
    0 3319    0    7]",negative,kane
"[   0    0  883    0 5516   10    0    0    2 1619   12    1    4 2415
 2904    0    0  258    0 1853    0 2839    0    0  233  517    0    0
 2501    0    0]",negative,kane
"[    0     0    72   528    37     0     0     0     0   203   189   394
   282     0  4941    68     1    10   289  2946   866     4     0     0
    34   626     0    36 12446     0]",negative,kane
"[   1   10   17 6286    0  423    0   30    0    2   31  272 1061   17
    0   37 2859    8   66    0 1185    0    0    6    6]",negative,kane
[   1  258   18    0   27 1233   14   40  178 5976],negative,kane
"[    0     0   131     1   161    87     0     0     0   174     0   306
     0  2192     2   159     0    76     0  2959    32     0     2  6278
     0    36    13   849     8   507 12445     0]",negative,kane
"[   0  406    0    2  552 1428 1338    0 2178    4    1   10    0 4341
 6290    0    4 6292    4 6294   34 1403  141   95   41    0  930 1338
    0    0]",negative,kane
"[  0 246 165 627 532   8 313   0   0  88   0 253   0   0   0  22   0 798
 826 382   4   1   0   0  40 537   0]",negative,kane
"[  167   260   167   260    42   358     2    77    48     0   328     8
     1     0 12444   243   767    47  6285     0   253   644     0    74
     0   279  4059]",negative,kane
"[    0  2997    10  3962    67   520     0 12443    65  1763    66  1461
     4    65 12442   149   213    43    53  3806     1     0     0    41
   178   618     0]",negative,kane
"[    0 12441  6264     1     0    30     0 12440  1332     0 12439     0
     0     0     0     0    11     0    27     0     0     0 12438  6278
   273  1221    23     0     0]",negative,kane
"[  124   263     0  2166     1     0     0     0     0   224   165    16
     0 12437     5     0    66    35     5 12436     0     0     0     0
 12435 12434   154     0    74    36    31  4032  2336  1358   433]",negative,kane
"[   0   76  146  627    8    1    8  313    0 2479   12  573 2020    0
   36  791    0    0  131    0  290    0   59   27    0    0    2   31
 1094    0]",negative,kane
"[   0    4 1590    0    0  146   96    0  411  808   12    1    0    0
   18   61    0   17  553    8  189   54   10    0 6286  213    0    0]",negative,kane
"[    0     5     5     0 12433 12432     0  1586     0 12431  1820   124
     4     1    64     0     2  2336     0    84  1033     0  1155   129
     0   139 12430     0     0     7     7]",positive,kane
"[    3     3     3     3 12429   389     0  1189    77   178    16     1
  1285    86   178     0    15    35     9    10    20     0  6198     0]",positive,kane
[  3   0 316 352 123  87   0 528   0  10  20   1  79 278   0],positive,kane
"[   0    3 3474    0 4021    0    0    4    1   10   17    0  426    0
  155  143  304    0    2  815  514    0]",positive,kane
"[    3    62    20 12428     0     9   106  5775     0    19     0    42
  2884    29     0   658    64     0     1    10     0     0   112    41
   278     0]",positive,kane
"[    0     3     0   545    12     9     0   115     1     0   125  6068
     4  3695   278     0  3680     0 12427     0     0    10    26    58
     0    90     0     0]",positive,kane
"[   3    0  493   38    0  572    0    1    0    0   31   41    0 3658
  127    0]",positive,kane
"[    0     3     3     0  5523     1     8   155    40   143  2769     0
     0     0     0    19    40   143 12426     0]",positive,kane
"[    0     3   157     0     0     1     0   124  3660     0  1061    76
    17     0   162     0    31 12425     8    66     0   830    19    40
     0  2758     0     2   316     0     0]",positive,kane
"[    0     3     3     4     0    19    13   143  2769     0 12424    77
     0    75 12423     0     1     4 12422   872   975     0    41  3008
    66     7]",positive,kane
"[   0    3 2598    0  500    1    0 1311 1463  790   36  178 1026  175
    0 1536    0    5  959  540 4464    0   33    0  270  676    0    0]",positive,kane
"[    0     3     1     0 12421     0 12420     0 12447   682     8     0
    31   685     0    54    76     9   126     0     0    58 12448     4
     0 12449     0     0]",positive,kane
"[    3     9     0   566    42   137    49    31  5093     0     0  3666
    21 12464     0  1454  1328     0     0     0     0     0    30     0
     0     0     0     1     0     0   996     0     0     0 12476  6064
     0]",positive,kane
"[   3   27    0    2   77    5  368  237    0   81  418   10  447   77
  178    1   64    0  342    0  125 2129    0    0 1544    0  125    0
   66]",positive,kane
"[   3    3    3    1    0   51 1136    0    2   31  388  318   39    2
 5408    0  301    0   21]",positive,kane
"[    0     3     0     0    61     0    81     0     0   202   293     0
    12     1     0     0  6184     0   418     0 12475     0    30     0
  6212     0    17   379  3307   358   474     0     0 12474     0   594
     0 12473     0]",positive,kane
"[    0     3     0     0     0     0     0     0     0     0 12472     2
  2400  1608     0    15     0     2    40    35    56     0     0   262
     1     0    30     0     0     0   167  3240     0     0]",positive,kane
"[   3 1415   27    0    0    0   69   23    0 3961  188  121   57   31
   91    0    1   14   76  143   73   36   23]",positive,kane
"[   3    0   86  131    0 2088    0    0   86  418    1    0   31    0
    0  712   66    0    0   69  181    0  188  121   57   91  244  247]",positive,kane
"[    3  4223     0   489 12471     8     1    46     0    80    66  1217
     5     0     4   489     5  6255     0   474     0     0     2   245
     5    34    27  2185     0]",positive,kane
"[    0     3     0     0     1     0     0     0   451     8     2 12470
     0    10     0   188    17    49   327   669     4     0  2296  3138
   300     0     0   215     9     0     0]",positive,kane
[   3 1641 1470    9   20    1   11   74    0  277    0   12   49 5044],positive,kane
"[   3    1 2513   73   12    0 2916 6217   77   52    0    0    0  408
    0  425    0 6184   25    0    0    2 5066    0]",positive,kane
"[   3  157    0  203    0 1582   29    0 6285 1621    0  436    0    0
   41   14   76 2493    0   86 6225 6035    0    0  152   40 3730    0
    1    0    0    0]",positive,kane
"[    0     0 12469     0    10     0     0    16     0     1    22  3173
    77  1743  1677  3778    83  1311    17     0  1095  2769     8     5
     0   239     0]",positive,kane
"[    0    72  1190   209  3185     4  4572     8     0     0    13    91
     0     0    50     2 12468     0    50     2 12467     0   181     4
     1     0    47     0    26     0    50     0     0]",positive,kane
"[   22     0    94   358   198    11     0    90     4     2    85 12466
  2638    17     0     1     8   292     0   178     7     7]",positive,kane
"[  221     2   980  5517     0     2 12465  1521  1896   153     5     0
    30     0     5     0     1     6     7     7]",positive,kane
"[    0  3539 12463     0   525     1     0  2313    24    19  2755     0
     0    19    69     0    20     1     0     2   519  6263   781  2769
     0    90     0     4   884     0]",positive,kane
"[ 1095     0     1     5     5  1311     0     0    36    48     0     5
 12450     0  3474    12     0    69  1211    64     4     1  2690     0
   170    12    36   389     0     0     0     7]",positive,kane
"[   0   42  742   39    1    0   10   26 3245   66   14 1669   16    0
   62 2474    0]",positive,kane
"[  69  710    0 1154  272    1   74   36   31    0    2  178   83  565
    7    7]",positive,kane
"[ 525    1   10    0    0 2431 1492   16    0   22    0  884 2336  387
   36 1062  492   66 1305  117    0    1  160  946    0  572 6222  247
 1762]",positive,kane
"[   0    0   88  621    2    7  860    0   41    0    2    5 1061   14
  410   37 2859    8    1    0   26  193    0   17  379  512    8   48
 2357    0]",positive,kane
"[   0    0   29   47    0  180   79    0 2885    0    2   40  388    0
    5    0    5  127    0  148    0  250 1943 6221    0  307 2896    0
    9  152    1  160    0    7]",positive,kane
"[   0    0  527    0    3  190    6 2098 6218 1471    2  212    0  757
    1    0  235  559    5    0    0]",positive,kane
"[    0    81    84  2997    10    18     0     5 12462     2 12461     0
  2225  1622     0     0   149     0   794  2055 12460     0   124   125
    29     1     7]",positive,kane
"[   0    0   58    1    0    0   58    1    0    0  177    0    0    2
 2013    1    0 1334    7]",positive,kane
"[   0    0  102  335   32    0  140   11  115    1 1340    5    4    0
    0    0  166  460    7    7]",positive,kane
"[    1     0    30     0  6247     0  1663    31    23     0  6246   206
     0  6247     0   372   154     0 12459   206     0     0     7     6]",positive,kane
"[   0    1 1419 1677    0    2  123   35    0  202    0  884 1829  216
 5014    0   33    0    0    0    0]",positive,kane
"[   1    0   27    0    0 1917  766   11    4    0   18  314    2   82
    0    0    0   92  942    0    0    0    0  288    0    0    0    0
  162   66    0  462    0    0    0    0]",positive,kane
"[    1    88   567 12458    56     0  2577    74     0  6183     0    62
   104   139    99     0     2    40   388     0   548   428   213     0
   328    66]",positive,kane
"[    0     1  1464    40  2785     0     2   388     0     0     0  2484
 12457     0   162     3     5     5   232    97     3    12     5  3302
     0   152     7]",positive,kane
"[   1  418 2824    4 6212    0   86  345  437 1750   29   14   27   38
    0  143    5  146  672   13]",positive,kane
"[   0    1   25 2598  662   15   44    0    7  176    0 2182    0   30
    0 1501   25    0    0    2    7]",positive,kane
"[   1   12    0  656  742   79    0 1311   98    5    5    0    0  148
    0   89    0  642   36  513  122    2   95    0   33    6]",positive,kane
"[    1     0  6179     0    12    15 12456   158     0   996 12455   122
     2  2267  2321     0     2  1271     0   855     0    33]",positive,kane
"[   0  567    2   95    0   16  288   14    1 1056    0  118  383    0
 4090    8   33    0    0    7]",positive,kane
"[    0     0   418     0 12454    32    12     2 12453   316    11    28
   503    66   342     0  3744    22     0     0  2124   728    12     1
     0     0   123     5   121    14     0]",positive,kane
"[   46     0     0   439     0     0   166   724     4    59     0  1213
     0    14     1     0  1213    70     0     0    27    32     0   100
     4     0     0    29 12452     0    63    12     0]",positive,kane
"[    0 12451 12419     0     2  3354     8     7   345  3709     1     0
   142   129     0  2293     1     0   768     0   171  2575     0     0
  1438     3]",positive,kane
"[  242   193     1    25 12418     0    33     0     2  3632  3355   331
     4  3632   516    83    53    17     0  5644   331     4 12417 12416
   516     0]",positive,kane
"[   33 12384    34   872   417    32    14     1     0    41     0     2
    51 12383     0     2   108     0     0     0   309     0   106     2
    51  2638     0  5450     0]",positive,kane
"[ 294    0  294    0  139  294    0 2104    0    0    0   32    4   38
   84 4250  383  141    9  150    1  122    2 1972    0    7    0    6]",positive,kane
"[12382     0   851     2    40  1095    19     0   242     0     2   372
     0 12381     0 12380     0     1     0     7]",positive,kane
"[   0    0   34  978    2  701   99   16    0 5174    0    2  372   48
    0    1   19    0   86  501  388   39 2495    0   14  605    0    0]",positive,kane
"[  99  261    0  138   42    0   20    9  884  120    0   29    0   20
    1    4  418  316    0 1843 1843    0  250   27    6]",positive,kane
"[    0    43 12379     0     5     0   240  4102     2   866  3713     0
     1   104  1586    41   960    44     0     0 12378  2543  3365  3117
     0     0]",positive,kane
"[    0    12     1     4  1520 12377 12376     0    69  5988     0     0
   592    68    69     0  1368   137  4291    10    17   522     0    67
     7     7     7]",positive,kane
"[    0     0  1977     0  6280  5966    63    68     0   152   216     1
     4 12375    45  1285     0   124   265   312     0    48   187     0
     0   536    12    85     5     0     7]",positive,kane
"[    0     0    10     0   209  1989 12374     0    16     0     0    42
     0     1    38     0     2 12373     0]",positive,kane
[  0  61   0  29   1 115   0 227   0 814   0   0  13 230 378],negative,kanye west
"[   5  279 2162    0    0   18  100    4   80    1 6173 1118   39    2
  894    0    0    0  186    0 1071   47    0   92]",negative,kanye west
"[    3     3    47    25     1    31  1094     0   253    43     0  1123
     0   313     0   631   552   367     0 12372   209  1972     0]",negative,kanye west
"[    3     0     7    14 12371    10   224   591    12     1    27     8
   313]",negative,kanye west
"[   3  541   10    0    2   85  373   71 2107   14    1    0   42  805
   59  428    0   18 2957    0]",negative,kanye west
"[    0   177    46   103 12370  1491  4273    39     0   181   190   961
   105     1     0    18     0   455  3775     0   189]",negative,kanye west
"[ 195 1893  122    1  228   18    8   56    4   83   27    0  434   37
   66   11 1238]",negative,kanye west
"[ 372  272    0    0   84  490    1  100  127   36  791  573 2020    4
  142    0  522    0  150    8  313    0   47    0   35    0    0  557
    0    0    0]",negative,kanye west
"[  24    0   27    0    0    0  481    0 1770    0    1    0    0   17
   72  740    0    8 1788  524    0]",negative,kanye west
"[ 163    0    0  365   44 1233   24   18  258    0  679  109    1   77
   28    0    2  776]",negative,kanye west
"[   0    0   22    0   94    0   80    2  273   11    0    0   77   28
    2  504 1987   97 5091    1 1674   32  504    0  160    0    0    0
 2025 1831    0]",negative,kanye west
"[   0    0   26   29    1    0  237    0   10   29    0  355    0   36
  302   16  245  109   14    0    0    0 1009]",negative,kanye west
"[   0    0  330    9    1    4    0    9  498  313    0   10    0 3720
    0    0   89    0]",negative,kanye west
"[    0    17  1048   356   171 12369 12368     0   553     0    10    17
    96     8     1     0     0     0     2 12367     0  3016     0]",negative,kanye west
"[   0    0   18  100  220    1    0 1124 1118    0   47    2  243   19
   14    0    0    0    0]",negative,kanye west
"[   0   10    0  433    0    0   16    1   18 2889    5 2162    0    0
  145 1167  146   38   64   12    2 4226 1118  833    0  137    0    0
  369  157]",negative,kanye west
"[   0   10   17   18  811  164 1770 3722    0 5541   75  210    0   14
    1 2110    0    0    0]",negative,kanye west
"[    0     0    10    26     0     0  3946 12366   284     0    16   493
   121    14     2  1009     1    18    74  3838     6]",negative,kanye west
"[   0  146  272    1 2750    0 1664    0    2 3181   76    0    2   40
  159 4751  549    0    2   23]",negative,kanye west
"[   0   81   15    0  715    2  363  134    0   17   92  262    0    4
    0    0  100  220    0 1759    0    1 2747    0  257  592    7]",negative,kanye west
"[    0     1  1123   313     0    10   613     0   466     0     0     0
     0     0     0   144 12365     2   351     0]",negative,kanye west
"[   0    0    1  161  106  515    0  646    2    5 2254    0   29   13
  185    0 2034    0    0    0 1596    2  351    8 1787    0]",negative,kanye west
"[   0    1  812    8  313   12    0  370    0  420    0   10   18   38
 3720    7    7]",negative,kanye west
"[   0    9  106 5893  328  464    1  301    0   25  121    0 1970    0
   33    8    9    4   49 3016]",negative,kanye west
"[   0    9   81    1   76    0    0   42  313    9  276 1056 1481    0
    5    0   49  100]",negative,kanye west
"[   0    9   58    0   42 1312    0    0   18  194 5528   14    1   10
    0    2  639 1009    0    0   92    0    0    0  285    0    0    0
    6]",negative,kanye west
"[    0     0     0   108   174     1     0   313     4   541  3959  2803
     0   134   485    59  5141 12364     4    50   325     0     0    10
     0    99   375   429     0     0]",negative,kanye west
"[   0    1   88   27    0  150    8  313    0    0    0 2181    7   10
  498    0 1291 3214  109    0    0 2741    0    0    0    6]",negative,kanye west
"[  18 1568    0  204    0    0    0    0   18  439    0   67  273   11
    0    0   47    0 3089    0    0    0    0    1    0    0    0    7
    7]",negative,kanye west
"[    1   150     8   313     0    10  3962  1568   127     2  2377   324
 12363     0 12362  1264     7     7]",negative,kanye west
[   1 1123  313    4    0   10    0   99   18 3450  986  722    0],negative,kanye west
"[    0     1     0   366     0     0    10     0    71 12361     0    81
    14  1463     0 12360     0    16     0     0   548    26     0     0]",negative,kanye west
"[   1   10    0  535    8  313   16   14  227    0  546    2  333   36
  791   45   72 1277    0    0 5674    0]",negative,kanye west
"[   1   10    0  333    0    2  639 3966 1217    0    2  336    0    2
 1025]",negative,kanye west
[   1   88   10    0    2  159 1987  914 1040    2  722  157],negative,kanye west
"[   1  535    8  313   12  573    0    0    2   82 1094   10    0   41
    0    2  363 3967    0    0   92  262    0    0  827  145    0]",negative,kanye west
"[   1  535    8  313    0  382  224  155 2696    0   47    2  243    0
   15  309    0 1291    0   15    0    0   52  114 3972    0]",negative,kanye west
"[   1  485    0    0  535    8  313   10    0    2  396  159 1565  158
    0    0   92  262]",negative,kanye west
"[   0    1 3974  220   15 1118    0   29  113    0  635  154  260  741
   68    0  314    0    0    0    0    0    0    0  404    0    9   22
  340  120   11    0    0    0    0]",negative,kanye west
[  1   0 150   8 313   0   0   0 207  31 204   0   7   7],negative,kanye west
"[   1  326    0    0    2  107  119    0  313    0    0  744    0    0
    0    2   31  119 2397    0    0   83    0]",negative,kanye west
"[    0     1     0    13  1510     0     2    55    23     0 12359     0
   890     0     0]",negative,kanye west
"[    1     4  5533  2962    17     2   167  5506 12358     0     0     0
     6]",negative,kanye west
"[    0     1 12385     0     0     0     0    18   100    87     4   566
     0    36     5   793  1118     4     0    62    61     0   643     7]",negative,kanye west
"[   1   18  227    0   63   43    0  250 2675    0  138    0  808    0
   10    0    0  428    0 1087    0 2952    0    0    0]",negative,kanye west
[   1   10    0    0 1588   16    0    0  143 1073  432    0  557],negative,kanye west
"[  348     0  5535    12   195     0     1     0 12357     0     0     0
     0     0    18   194   440 12386     4     9    21   980     8     0
     0     0   177]",negative,kanye west
"[   0  226   64    0    1    0 3841    0    0  966 1168  227    0  422
   37  119  103    0    0  560    0  138   13    0    0    0    6]",negative,kanye west
"[   0    0  452  100  127    4  503    0   14    0  589   47    0    0
    1 1123  313    0   34 1596    2  351    0]",negative,kanye west
"[ 146  643  103   54  250    1    4    2 3954 2937    0  532   10    0
    2  639 3203   92    0]",negative,kanye west
"[   0    0    0    0    1 1123    0  313  517  573 2020    0   31 1094
    0    0  148    0  591    0    0    0 1156    0]",negative,kanye west
"[  747   817   572  1204   826   382   789  2036     0    35    60 12388
   103     0  2037     0     0     0  1240     1     4  1302]",negative,kanye west
"[  715     1     0     2   639   921    92     0     2  3462     0     0
   102    38     0 12415     0    11    76     0     0   112   313     0]",negative,kanye west
"[   0    0   81    0   21   63   54    2 5159    0    2   23    0   27
    0    0   11    0    0    0    0 2186 2186    0    1]",negative,kanye west
"[   0 2780   18  249 1608   14    1  326    0  150    8  313    0    0
 3953   89   14    0   18    0 1814  433  207 2300    0    0    0    0
    0]",negative,kanye west
"[ 357   37 6099    0    1    8  313    0  188  311    0    0  282   32
    0   19    0    0 5190   11    0    0]",negative,kanye west
"[    0   430   716     0    10     0     0  1653     0     0     1    21
    59   326     0     0     0    26    14    42     0   133   767     0
     0     0  1612     0     0  2124 12414     0     0  3575     0     0
   291     0     2   173     0     0]",negative,kanye west
"[   14    19     2   159  5545 12413     0     0    92   100   220     0
     0     1     0    37     0   223     0   241     0     0  1466    39
  1858   603     7]",negative,kanye west
"[    0     2 12412   158    37     1  2750    36 12411     0   150     8
   313     0     0    14    84   103    10   224   627     8     2  3089
     0     0]",negative,kanye west
"[    2   108     0    27     0   173     2    23     1     0  2250 12410
     0    11]",negative,kanye west
"[   0   65    0    0  287    0  721    0    0    0   32   65    0   16
 3445  382    0    1   10  126    2 1434    0   21    0   22   81    0
  121    0    0    7]",negative,kanye west
[   15   370 12409   109     1  3456     4  2453   109     2    78     0],negative,kanye west
"[    0    56     0   466     0     2 12408     0     1     0    25  1744
   126   127   382     0     4   117     0   817     0 12407  3038     0
     6]",negative,kanye west
"[   0   10    0   99    0  323    0 1837    2   23    1  306    0    2
  552  367    0    0    6]",negative,kanye west
"[  47  106    0    1    4   54  757   66    0 3408    0    0    0 1983
  534    0   11    4    0    0   62    0  439]",negative,kanye west
"[ 5485 12406   776     0  1124     0     0  1230     2  1040   432     0
   745   813     0     1    10    17  3153    21     2   677     0     0
     0     0     6]",negative,kanye west
"[   0    0 3346   14    1   10    0  313 3956    0    2  514    0    0
   25    0   73    0    0]",negative,kanye west
"[    6     1     8   313     0   117    26     0     0     0     0   279
  1179    18    29     2   955     0     0   381     0 12405   278     0]",negative,kanye west
[  138    60     4     2 12404  1700     0     0     0  1689    29     1],negative,kanye west
"[   0    2  736   46    8  466    0   68 1981    9   22    0   82  382
   46  532    0  581  573   25 1048    0    2   31   82 1094    0   17
    0  783 1792    0]",negative,kanye west
"[   47     0   366    12  3222     0    47     0   366     0   103    29
     9     0  1987     0     0     0  4009     0     1    10     0 12403
     0     6]",negative,kanye west
"[1924    8    2 2094    4    0    0   18   10    0    0    0    1    8
  313    5]",positive,kanye west
"[   0   31 3668    0    1  181    0 5806    0   69 2813 1290   16    0
   19  112   43  955 1260    0   36  302    0  269 1290    0  278    0
    0]",positive,kanye west
"[   3    3  254    5    5 3920   25  126    0 3449    8    2  292    0
   36  145    4    0   38    1   54    0    2  532   51]",positive,kanye west
"[    0     0     2   776     0     1 12402     0   105  3521   280   260
 12401    35     5   297   686     6]",positive,kanye west
[  22    0   94    0  268  103  439   84   55 3177   37    1   11],positive,kanye west
"[ 4016  2824     0  1366    37     1   535     8   313     4    70  2899
    10   828     9     0    22     0    38   220     2     5 12400     0
     0     0]",positive,kanye west
"[   38   202     8     0    30     7 12399    30     7     0    55 12398
   190    30     7     1    30     7     0     2   776     0    33   266
     0]",positive,kanye west
"[   57    24     0     0     0     0     0   113    15   790     0    89
     0    86  1686     0    32     0    21     2 12397     0     1   104
    15   599     0     0     0     6]",positive,kanye west
"[  57   44    0    1    0  535    8  313    0    2 1053 1202    0  466
    0    0    0    6]",positive,kanye west
"[    0   699  1166     0    21    14     0    42     0     1     0  1118
     0     2   190   181   709     0    33    19    21 12396     0  2564
     0     0     0     6]",positive,kanye west
"[   0   22    0   94  225   11    8   21    2 2926   37    1  535    8
  313    0    7]",positive,kanye west
"[   0   89    1    0    2  232    0    2   48  178    0  294 4019    0
  115   15 1952    0  740 2660    0    7]",positive,kanye west
"[   0    0   18  527    0    0 2463   12    1    0    0   52   28  135
    0    0    0    3    6]",positive,kanye west
"[    0   527     0     3   190     6  3259  3990     0     0 12395     0
     0     0     1    12  1064     0     0  1318    24]",positive,kanye west
"[    0    10     0     2    85   373     0    63    54 12394   607     2
     1  2110   450     2   894     0]",positive,kanye west
[  0  10 146 360  37 464 245 109   1  92 120],positive,kanye west
"[  0   0  10  26 160 545  12   1   0  16  14   0   0 248  54   0   0   0
 326 322   0   0   0  27   0   0  21  14   0  22   0  38   0   0   0]",positive,kanye west
"[   0    0   10   26 1116  124 1669    0    1    2  373    0   16    0
    0    0  284    0   36  181    0    0    0  910    0 5558 2173    4
  140    0    0]",positive,kanye west
"[   0  219    0    2   13  230 2680    4    0  144  769  151  583    0
    1    0 5054]",positive,kanye west
"[   0   58 2225 3685    4    1    0  874    0    0  888    4    0    0
   13   91  315    7]",positive,kanye west
[ 0 58  0  0 20  1  0  2 13  0  0],positive,kanye west
"[    0     0     0     0 12393   174     0     0   319     0  5587  1902
    37     1     0 12392     0    57    44     0]",positive,kanye west
"[   0    0   88  226  345    0 2874    1    0   86  746    0  817 1680
    0    2  670   11    0    7]",positive,kanye west
"[ 1199   117   103    34 12391     0     1     0     0     0    81    37
     0     2   137    88     0 12390     2  1137     0     0    10     0
     0   291     0     0   312    16     0     0   885     0]",positive,kanye west
